id	cas	smiles	status	exp values	predicted
336		O=P(OCC)(OCC)SCCN(CC)CC	Training	-1.91	-2.3001480937
337		O=P(OCC)(CC)SCSCSP(=O)(OCC)CC	Training	-2.33	-1.818319776
338		N(CCCN(C)C)CCCN(C)C	Training	1.08	0.8298970595
339		O(C)[Si](OC)(OC)CCCNCCCC	Training	1.74	0.5859449276
340		O1C2C3C(C(C12Cl)Cl)C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl	Training	0.04	-1.3824439424
341		C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Br	Training	0.4	-999
342		O=C2C=Cc1cc(ccc1C2(=O))Br	Training	1.22	-999
343		O=C(O)c1c2ncc(cc2(ccc1Cl))Cl	Training	0.96	0.6603639215
344		N#CC(=Cc1ccc(cc1Cl)Cl)C(=O)O	Training	-0.68	1.092593888
345		C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	-0.97	0.8611545637
346		O1C2C1C(C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	-1.41	-0.3567685972
347		C2(=C(C3(C1C(C(C(C1Cl)Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	0.06	0.2103518718
348		O=C1c2c(N)cc(c(O)c2(C(=N)C=C1Br))Br	Training	0.84	-999
349		O=C1C(=C(C=NN1c2ccccc2)Cl)Cl	Training	1.02	0.7768031693
350		C1(=C(C3(C(=C(C2C1C3(CC2Cl))Cl)Cl)Cl)Cl)Cl	Training	1.48	-999
351		C2(=C(C3(C1C(CC(C1Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	-0.16	0.290404144
352		O=C1C=CC(=O)N1c2ccc(cc2)Cl	Training	0.33	0.0683307091
353		O=C1C(N)=C(C(=O)c2ccccc12)Cl	Training	0.82	-0.1231899415
354		O=S(=O)(NCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	-0.02	-0.3244329596
355		n2cc1ncsc1c3ccccc23	Training	-0.01	0.2189364583
356		O=C1C=CC(=O)c2c(O)cccc12	Training	-0.19	0.4197592911
357		O=C(O)C1=Cc2ccccc2(OC1(=O))	Training	0.02	1.342912936
358		c1ccc2c(c1)cccc2Cl	Training	0.98	0.9398062379
359		FC(F)(F)c1nc2c(OC)c(c(c(OC)c2([nH]1))Cl)Cl	Training	-0.5	-1.2736383172
360		Nc1cccc2c(ccc(c12)Cl)Cl	Training	1.22	0.8412858232
361		n1cccnc1Nc2c(cccc2Cl)Cl	Training	1.3	0.8656083141
362		Oc2c1nc(ccc1c(cc2Cl)Cl)C	Training	0.46	1.0376806032
363		O=C2N(c1cc(cc(c1)Cl)Cl)C(=O)CC2	Training	0.56	0.7943652989
364		FC(F)(F)c1nc2c([nH]1)c(c(c(c2Cl)Cl)Cl)N(C)C	Training	-1.18	-1.5325135051
365		O1CC1(c2cc(cc(c2)Cl)Cl)CC(Cl)(Cl)Cl	Training	0.67	1.2712905378
366		O=C(OC(c1ccc(c(c1)Cl)Cl)C(Cl)(Cl)Cl)C	Training	1.48	1.0095439829
367		C2(=C(C3(C1CC(CC1C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	1.13	0.2294901277
368		C2(=C(C3(C1C(CCC1Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	0.73	0.3655632156
369		Oc2ccc1ccccc1c2Cl	Training	1.11	1.0714334007
370		O=C(O)c1ccc(cc1(OC(=O)C))C(F)(F)F	Training	0.21	-0.2744175614
371		Fc1ccc(cc1)c2cccs2	Training	0.45	-999
372		N#CC(=NOCC#N)c1ccccc1	Training	1.09	-999
373		n1cscc1c2nc3ccccc3([nH]2)	Training	1.01	0.3397859079
374		O=[N+]([O-])c1ccc2ccccc2(c1)	Training	1.41	0.3317465996
375		O=[N+]([O-])c2cccc1ccccc12	Training	-0.06	0.9509014905
376		O=C1C=CC(=O)N1c2ccccc2	Training	-0.47	0.3483643534
377		O=C1C(=C(N)C=NN1c2ccccc2)Br	Training	1.51	0.7694615496
378		O=C2NC(=O)C(c1cccc(c1)Br)C2	Training	0.84	0.8688511985
379		O=C1OC(=O)C(OC(=O)CCCl)=C1(OC(=O)CCCl)	Training	1.35	1.5197688518
380		O=C1C(=C(N)C=NN1c2ccccc2)Cl	Training	0.47	1.3174772287
381		O=C2c3cc(ccc3(OC1N2(OCC1)))Cl	Training	0.84	0.7964583459
382		O=C(Nc1ccc2nc([nH]c2(c1))C(F)(F)F)C	Training	-1.01	-1.250574301
383		O=[N+]([O-])c1c2nc([nH]c2(cc(c1C)C))C(F)(F)F	Training	-0.59	-1.0283222163
384		n1ccccc1c2ncccc2	Training	-0.19	-0.2666242346
385		n1ccc(cc1)c2ccncc2	Training	0.04	-0.4396549042
386		O=C2c3ccccc3(N=C1N2(OCC1))	Training	0.32	0.7476197983
387		O=C=NCc1ccc(cc1)CN=C=O	Training	1.38	1.0203700612
388		O=[N+]([O-])c1nc(n(c1)c2ccc(cc2)[N+](=O)[O-])C	Training	1.29	-999
389		O=C1C(=CN=C2C(=CC=CN12)C)c3nnn[nH]3	Training	0.41	0.5943934042
390		Oc1ccc2ccccc2(c1)	Training	1.13	1.1557724885
391		Oc1cccc2ccccc12	Training	1.11	1.163981559
392		O=C1Oc2ccc(cc2(C=C1))C	Training	1.02	1.3708840871
393		O=C1Oc2cc(OC)ccc2(C=C1)	Training	1.39	1.2254475609
394		O=C1Oc2cc(O)c(OC)cc2(C=C1)	Training	1.3	1.442360726
395		O=S(=O)(O)c2cccc1c2(cccc1S(=O)(=O)O)	Training	2.02	1.703429728
396		O=P(OC(c1ccc(cc1Cl)Cl)=C(Br)Br)(OC)OC	Training	-0.4	-0.5288737682
397		O=P(OC(c1ccc(cc1Cl)Cl)=C(Cl)Br)(OC)OC	Training	-0.58	-0.6566773849
398		O=C2N(N)C(=O)C(c1cccc(c1)Br)C2	Training	0.78	0.8906489353
399		N#CC(Cc1cccc(c1C)Cl)Cl	Training	0.67	0.2149914341
400		O=C(Nc1ccc(c(c1)Cl)Cl)C(=C)C	Training	0.9	0.6809375785
401		O=C(OC(c1ccccc1)C(Cl)(Cl)Cl)C	Training	1.41	1.1700855737
402		O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl	Training	0.86	1.48
403		O=P(OC(=CCl)c1cc(c(cc1Cl)Cl)Cl)(OC)OC	Training	0.12	-0.0016130263
404		FC(F)(F)c1nc2ccc(cc2([nH]1))CC	Training	-0.88	-0.603023862
405		FC(F)(F)c1nc2cc(c(cc2([nH]1))C)C	Training	-0.47	-0.6664009428
406		FC(F)(F)c1nc2c(OC)ccc(OC)c2([nH]1)	Training	-0.61	-1.053187188
407		Nc1cccc2ccccc12	Training	0.32	0.661940584
408		O=C(O)c2nnn(c1ccccc1)c2C	Training	0.82	0.36176761
409		N#CC=CS(=O)(=O)c1ccc(cc1)C	Training	0.84	0.9679216312
410		O=S2(=O)(N=C(OCC=C)c1ccccc12)	Training	0.96	1.269641502
411		O=S(=O)(O)c2c(N)ccc1ccccc12	Training	1.8	1.4260886026
412		O=S(=O)(O)c1cc(O)c2ccc(N)cc2(c1)	Training	1.68	1.4403872929
413		O=S(=O)(O)c2cccc1c2(cc(N)cc1S(=O)(=O)O)	Training	1.58	1.8256742577
414		O=S(=O)(O)c2cc1cc(N)ccc1c(c2)S(=O)(=O)O	Training	0.82	1.6971609584
415		O=S(=O)(O)c2ccc(N)c1c2(cccc1S(=O)(=O)O)	Training	2.27	1.5890904389
416		O=S(=O)(O)c2cccc1c2(ccc(N)c1S(=O)(=O)O)	Training	1.25	1.9329688258
417		C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)	Training	-0.4	-0.8492991173
418		O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	-0.96	0.4054880161
419		c1ccc2c(c1)cccc2C	Training	1.11	1.4206371858
420		O=C1N(N=C(N1C(F)F)C)c2cc(NS(=O)(=O)C)c(cc2Cl)Cl	Training	0.87	1.0254742672
421		O=[N+]([O-])c1ccc(cc1)C(O)C2N=C(OC2)C(Cl)Cl	Training	1.3	0.4388575228
422		O1CC2C(COC1C)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	-0.51	-0.0506976097
423		O=[N+]([O-])c1ccc(OP(OCC(=C)Cl)(C)=S)cc1C(F)(F)F	Training	-0.27	-0.7157899261
424		O=C(OC(C#C)C)Nc1cccc(c1)Cl	Training	1.03	0.7365181447
425		O=C2c3cc(ccc3(OC1N2(OC(C)C1)))Cl	Training	0.69	0.8600338376
426		FC(F)(F)c1cc(N)cc(c1)n2cnc(c2)C	Training	-0.68	-0.2984269728
427		O=C(Nc1ccc2nc([nH]c2(c1))C(F)(F)F)CC	Training	-1.46	-1.072528789
428		n2nc(Oc1ccccc1C)ccc2	Training	1.22	0.6471143893
429		O=C1C=CC=CN1c2cccc(N)c2	Training	1.09	0.5384542255
430		O=C(N=C2Nc1ccccc1S2)CSC(=O)C	Training	0.18	-999
431		O=C(OC)NN=Cc2c[n+]([O-])c1ccccc1[n+]2([O-])	Training	0.51	-999
432		O=C1OC(=CCC)c2ccccc12	Training	0.98	1.0293100753
433		O=C1C=C(Oc2ccccc12)CC	Training	0.91	1.0657217855
434		O=C1c2ccccc2(C(=O)C(C)(C1)S(=O)(=O)O)	Training	1.21	-999
435		n1c(nc(c(c1N)c2ccc(cc2)Br)C)N	Training	-0.05	0.2167954736
436		Oc1cc(nn1C(c2ccc(c(c2)Cl)Cl)C)N	Training	0.76	-999
437		O=C2N(C)C(c1ccc(c(c1)Cl)Cl)S(=O)(=O)CC2	Training	0.53	0.6536966304
438		O=C(OC(C)C)COc1cc(c(cc1Cl)Cl)Cl	Training	0.22	0.2709538542
439		O=C(Oc1ccc(NC(=O)C(F)(F)Cl)c(c1)C)NC	Training	-0.78	0.009968898
440		O=C(OCC)Cc2[nH]nc1ccc(cc12)Cl	Training	1.3	-999
441		O=C(O)Cc1ccc(OCC=C)c(c1)Cl	Training	0.67	0.4174204682
442		O(C(C=Cc1ccc(cc1)Cl)=S)CC	Training	0.62	0.6582478303
443		O=C(Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])C(C)C	Training	0.45	-0.0751574576
444		FC(F)(F)c1cccc(c1)CNC2=NCCS2	Training	-0.72	0.1634279762
445		O=C(O)C(Cc1c(cc(c(O)c1I)I)I)CC	Training	0.54	0.5418858977
446		Nc1c2ccccc2(ccc1C)	Training	0.6	0.304188959
447		n1cc(N)cc(OC)[n+]1c2ccccc2	Training	0.63	0.9703404697
448		N#CC(=NOC(=O)N(C)C)c1ccccc1	Training	-0.85	0.9376380222
449		N(=Nc1ccc(nc1(N))N)c2ccccc2	Training	0.28	0.7695646865
450		O=C3N2c1c(cccc1CC2)CC3	Training	0.27	0.6158347711
451		O=C(Oc2cccc1c2(ccs1))N(C)C	Training	-0.81	-0.1347481547
452		O=C(Oc1ccccc1(OCC#C))NC	Training	-0.53	-0.2947970463
453		O=S(=O)(O)c2ccc1c(ccc(N)c1CS(=O)(=O)O)c2	Training	1.46	1.2171777481
454		O=C(C=Cc1cccc(c1)Br)NCC	Training	1.24	0.8759374821
455		O=C(c1cc(nc(c1)Cl)Cl)N(CC)C2CC2	Training	-0.52	0.1272424595
456		O=C1NCCCN1Cc2ccc(c(c2)Cl)Cl	Training	0.5	0.3621375407
457		O=C(Nc1ccc(cc1C)Cl)CC(=O)C	Training	1.19	1.0576434069
458		O=C2N(C)C(c1ccc(cc1)Cl)S(=O)(=O)CC2	Training	0.35	0.7563229289
459		FC(F)(F)c1cccc(c1)C2OCCNC2	Training	0.07	0.3432377817
460		O=C(Nc1cccc(OC(F)(F)C(F)F)c1)N(C)C	Training	0.65	0.8297106641
461		O=C(O)C(Cc1c(cc(c(N)c1I)I)I)CC	Training	0.43	0.5821357329
462		O=C1C(=C(N=C2C=CC=CN12)C)CC	Training	0.65	0.5450487719
463		O=C1N(N=C(C)C1)c2ccc(cc2)C	Training	1.6	0.9162641972
464		O=C1C=C(N(N1c2ccccc2)C)C	Training	0.96	0.6077050074
465		N#CCCc1ccc(OC(=O)NC)cc1	Training	0.48	0.3493436508
466		O=C2NC(c1ccccc1)C(=O)N2CC	Training	0.87	0.4570668459
467		O=[N+]([O-])C=C2N(Cc1ccccc1)CCS2	Training	0.63	0.0461825823
468		O=C(O)C(N)Cc2c[nH]c1ccc(O)cc12	Training	0.04	1.3523756704
469		O=C(OC(C(=O)NC(=O)N)c1ccccc1)C	Training	0.95	0.5187143801
470		N2=C1N(CCS1)CC2c3ccccc3	Training	0.3	-0.2572169021
471		O=C(OCC)NNc1nncc2ccccc12	Training	0.14	0.2179881494
472		O=S(=O)(Nc1ncnc(OC)c1)c2ccc(N)cc2	Training	1.27	0.8376558234
473		O=S(=O)(Nc1ncc(OC)cn1)c2ccc(N)cc2	Training	0.52	1.2348172956
474		O=C3c1c(ncn1Cc2noc(n2)C)N(C(=O)N3C)C	Training	0.75	0.4518021441
475		O=C1c2ccccc2(C(=O)N1CSP(OC)(C)=S)	Training	-1.7	-1.0570842239
476		O=C(C(=Cc1ccccc1)C)C	Training	1.41	1.1720907256
477		O=C(OCC=Cc1ccccc1)C	Training	1.27	1.2873087379
478		O=C2c1ccc(OC)cc1CCC2	Training	0.23	1.1505716466
479		O=C(OCC)C=Cc1ccccc1	Training	1.36	1.1421939964
480		O=C(OCC=C)Cc1ccccc1	Training	0.57	1.2934088798
481		O(c1ccc(C=C)cc1)CC2OC2	Training	0.75	1.1965605103
482		C#CC(O)(C)C(O)c1ccccc1	Training	0.62	0.9711357611
483		O=C(OCc1ccccc1)C(=C)C	Training	1.35	1.3216632056
484		O=C(OCC)C2OC2(c1ccccc1)	Training	1.08	1.2617041305
485		O(c1cc(cc2OCOc12)CC=C)C	Training	1.35	0.6775857032
486		O=COc1ccc(cc1(OC))CC=C	Training	1.25	0.6894772583
487		O=C(OCC(Cl)(Cl)Cl)c1oc(cc1)C(C)(C)C	Training	1.13	0.4416048711
488		N#Cc1ccc(OP(OCCCl)(CC)=S)cc1	Training	-2.16	-0.9882677809
489		O=C(COc1ccc(cc1C)Cl)SCC	Training	0.51	0.7122910619
490		O=C(O)CCCOc1ccc(cc1C)Cl	Training	0.45	0.5480092854
491		C#CCN(C)Cc1ccccc1	Training	0.11	0.3722203341
492		O=C1C(N)=C(N(N1c2ccccc2)C)C	Training	0.92	0.6307422553
493		O=S(=O)(Nc1onc(c1C)C)c2ccc(N)cc2	Training	1.54	1.3727590301
494		n3cnc1c(ncn1C2CC2)c3NC4CC4	Training	-0.22	0.1636420886
495		O=C1NC(Oc2ccccc12)C(C)C	Training	0.99	0.8550841601
496		O=C(C=C(C)C)Nc1ccc(O)cc1	Training	1.01	0.8087931112
497		O=C(Nc1ccccc1C)CC(=O)C	Training	0.73	1.166426826
498		OC(=NC)Oc2cccc1c2(OC(C)C1)	Training	-0.68	-999
499		O=C1OC(CO)CN1c2cccc(c2)C	Training	0.77	1.1286011477
500		O=C(Oc1ccccc1C2OCCS2)NC	Training	-0.63	-0.4025610225
501		O=C(Oc1cccc2OC(Oc12)(C)C)NC	Training	-0.75	-0.811063742
502		O=C(Oc1ccccc1C2OCCO2)NC	Training	-0.95	-0.4341321564
503		O=C2OC(COc1ccccc1(OC))CN2	Training	1.23	0.4288946693
504		O=C(O)c1cc(ccc1(OC))CC(N)C(=O)O	Training	1.32	1.2393734684
505		n2c1ccccc1sc2SCCCC	Training	0.76	0.5141355248
506		c1ccc2c(c1)CCCC2C	Training	1.66	1.538427428
507		O=P(Oc1c(cc(cc1Cl)Cl)Cl)(OCC)SCCC	Training	-0.38	0.1242751816
508		O=C(N(c1ccccc1)C(C)C)CCl	Training	0.53	0.6795893319
509		OC2(c1ccc(cc1)Cl)(CCNCC2)	Training	0.27	0.4203403362
510		O(C)P(OC)(=S)SC2c1cc(ccc1SCC2)Cl	Training	-0.23	-0.856341691
511		N2=C(N)CC(c1ccccc1)C2C	Training	0.38	0.4450752734
512		O=C2NN(c1ccccc1)CC2(C)C	Training	-0.8	0.5985072108
513		N#CCCNc1ccc(OCC)cc1	Training	1.38	0.5979849501
514		O=NN(C(=O)Oc1cccc(c1)C(C)C)C	Training	0.26	-0.3797303912
515		N2=C(C=Cc1cccs1)N(C)CCC2	Training	-0.32	0.4
516		N2=C(NCc1ccc(cc1)C)SCC2	Training	-0.01	-0.0405138471
517		N2=C(NCc1ccccc1C)SCC2	Training	-0.1	0.010165745
518		O=S(=O)(Nc1nnc(C(C)C)s1)c2ccc(N)cc2	Training	1.12	0.743083498
519		O=[N+]([O-])c2oc(C=NNC(N1CCCCC1)=S)cc2	Training	0.42	0.4407793283
520		O=C3c1c(ncn1CC2OCCO2)N(C(=O)N3C)C	Training	0.56	0.4581993416
521		OCC3OC(n2ccc1c(ncnc12)N)C(O)C3(O)	Training	-1.22	0.6281774315
522		OCC3OC(n2cnc1c2(ncnc1SC))C(O)C3(O)	Training	-0.17	-999
523		N#Cc1ccc(OP(OCC)(OCC)=S)cc1	Training	-1.43	-999
524		C(=Nc1ccc(OP(OCC)(OCC)=S)cc1)=S	Training	-0.08	-0.9531261915
525		O(c1ccc(cc1)C)CC2CC2	Training	1.5	1.2096101211
526		O=C(O)c1ccc(cc1)C(C)(C)C	Training	0.42	1.0765137129
527		O=C(OCc1ccccc1)CCC	Training	1.12	1.3242414629
528		O=C(OC(c1ccccc1)C)CC	Training	1.47	1.2061625264
529		Oc1cc(ccc1(OCC))C=CC	Training	1.13	1.0161013154
530		O(c1ccc(C=CC)cc1(OC))C	Training	1.15	1.0056130702
531		O=C(OCC(C)C)c1ccccc1	Training	1.5	1.3606645673
532		O=C(OOC(C)(C)C)c1ccccc1	Training	0.72	0.9004577918
533		O=C(OCCOc1ccccc1)CC	Training	1.36	1.1425505843
534		O=C(C)CCc1ccc(O)c(OC)c1	Training	1.12	1.0095649425
535		OC1COC(OC1)c2ccccc2C	Training	1.24	1.144040686
536		O=[N+]([O-])c1ccc(OCC)c(c1)CNCCBr	Training	-1.08	-1.0010161536
537		O(c1ccc(cc1Cl)Cl)CSP(OCC)(CC)=S	Training	-0.49	-0.4722067559
538		O(c1ccc(cc1Cl)Cl)P(OCC)(=S)SCCC	Training	0.41	-0.2111048153
539		O(CC)P(OCC)(=S)SCSc1cc(ccc1Cl)Cl	Training	-0.93	-0.6051756538
540		O(CC)P(OCC)(=S)SCSc1ccc(c(c1)Cl)Cl	Training	-0.63	-0.6150126464
541		O=P(Oc1ccc(cc1Cl)Cl)(OCC)SCCC	Training	-0.01	-0.0728362939
542		O(c1cc(c(cc1Cl)SC)Cl)P(OCC)(OCC)=S	Training	-1.6	-0.5487440486
543		O=C(NNC(C)C)COc1ccc(cc1)Cl	Training	0.36	0.3485776663
544		O=C(NCC(C)C)NS(=O)(=O)c1ccc(cc1)Cl	Training	0.58	0.9021401311
545		O=[N+]([O-])C=C(NC)N(Cc1cnc(cc1)Cl)CC	Training	0.77	0.3899961132
546		O=[N+]([O-])c1ccc(OP(OC(C)C)(CC)=S)c(c1)Cl	Training	-1	-1.0262879296
547		OC(c1ccc(cc1)Cl)(C)C(O)(C)C	Training	0.59	0.4397428179
548		O=C(Oc1cccc(N=CN(C)C)c1)NC	Training	-1.11	-1.0015922722
549		O=C1C(=CN(C2=CCCC(N12)C)C)C(=N)O	Training	0.53	0.4962533421
550		O=C1N(C(=O)N(N1CC2OC2)CC3OC3)CC4OC4	Training	-0.03	0.1457910355
551		O=C3NC=Nc1c3(ncn1C2CC(COP(=O)(O)O)C(O)C2(O))	Training	1.66	1.2542754675
552		N=1C(=NC(N(C=1N)c2ccccc2)(C)C)N	Training	0.31	-0.0537992421
553		O=C(NN=Cc1oc(cc1)[N+](=O)[O-])N2CCN(C)CC2	Training	0.43	0.2927898475
554		O=C(NN=Cc1oc(cc1)[N+](=O)[O-])CN2CCNCC2	Training	0.03	0.3074243248
555		OCC3OC(n2cnc1c(ncnc12)N)(CO)C(O)C3(O)	Training	1.53	-0.2822919978
556		O=C(NCCCC)c1ccccc1	Training	1.46	0.9804689438
557		O=C(c1ccccc1)N(CC)CC	Training	1.05	0.9642129473
558		O=Cc1ccc(cc1)N(CC)CC	Training	1.56	1.0406671512
559		O=Cc1ccc(cc1(O))N(CC)CC	Training	1.07	0.7505413284
560		O=C(c1ccccc1(O))N(CC)CC	Training	0.48	1.0659643161
561		O=C(Oc1ccccc1C(C)CC)N	Training	0.33	-0.1233042148
562		O=C(Oc1cc(c(c(c1)C)C)C)NC	Training	-0.04	0.1909740744
563		O=C(Oc1ccc(c(c1C)C)C)NC	Training	0.22	0.0989257453
564		O=C(Oc1cccc(c1)C(C)C)NC	Training	-1.08	0.2761752086
565		O=C(Oc1ccccc1CSCC)NC	Training	-0.05	-0.3958328602
566		O=C(Oc1cc(c(c(c1)C)SC)C)NC	Training	-1.05	-0.4913371916
567		O=C(OCC(O)(c1ccccc1)CC)N	Training	0.46	0.6474251672
568		O=C(OCC)C(N)Cc1ccc(O)cc1	Training	1.75	1.0073945666
569		O(c1cc(cc2OCOc12)CC(N)C)C	Training	-0.16	0.8146097991
570		O=C(Oc1ccccc1(OC(C)C))NC	Training	-0.71	-0.4156049584
571		O=C(Oc1ccccc1C(OC)OC)NC	Training	-0.15	-0.7141990826
572		O=C(Oc1ccccc1CS(=O)(=O)CC)NC	Training	0.29	-0.4717350954
573		O(c1ccc(cc1)CC(N(C)C)=S)C	Training	-0.98	0.5887435042
574		c1cc(ccc1C)C(C)(C)C	Training	1.02	1.4225958343
575		O=C(ON=C1C(C)(C)SC(=NC(C)C)S1)N(C)SC(Cl)(Cl)Cl	Training	-0.27	-999
576		N=C(Nc1ccc(cc1)Cl)NC(=N)NC(C)C	Training	-0.7	-0.0687479824
577		O(CC)P(CC)(=S)Sc1ccc(c(c1)C)Cl	Training	-1.83	-0.6630293316
578		O=C1NC(=O)N(C=C1(F))C(=O)NCCCCCC	Training	0.02	0.7940848949
579		O=C(N)NCCc1cc(ccc1C)C	Training	1.08	0.8369363761
580		O=C(N)NCCc1c(cccc1C)C	Training	0.89	0.915321692
581		OC(c1cccc(N)c1)CNC2CC2	Training	1.09	0.09251086
582		O=C(Oc1ccc(c(c1)N(C)C)C)NC	Training	-0.66	-1.0674411069
583		O=C1NC(=O)C(C(=O)N1)(CC)C(C=CC)C	Training	-1.05	0.0692295433
584		c1ccc(cc1)NC(NCCCC)=S	Training	-0.14	-999
585		O=C(NC(=N)NC)Nc1c(cccc1C)C	Training	-0.08	0.1731175683
586		O=C(NN=Cc1oc(cc1)[N+](=O)[O-])CNCC(C)C	Training	0.07	0.2830919313
587		O=C(OC(C)C)c1ccccc1(OP(OC)(N)=S)	Training	-0.76	-0.2518135574
588		O=C1C=C(OP(=O)(OC)OC)C=C(N1CC=C)C	Training	-2.05	-1.9649779357
589		O=[N+]([O-])c1ccc(OP(OCC)(OCC)=S)cc1C	Training	-1.48	-1.2419858836
590		O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1SC(C)C	Training	0.53	-1.5855904647
591		OC(C)(C)CCc1ccccc1	Training	1.13	1.0623015029
592		O=CC2C1C=CC(C1)C2(CCC)	Training	1.45	1.0006354312
593		Oc1cc(ccc1CCCC)C	Training	0.83	0.6502078965
594		O=C1C(=C(C)CC1)CC=CCC	Training	1.48	0.913898556
595		Oc1ccc(cc1)C(C)(C)CC	Training	1.05	0.7136459361
596		Oc1ccc(OC)cc1C(C)(C)C	Training	1.21	0.9807278559
597		O(C)C(OC)C(c1ccccc1)C	Training	1.01	1.3110895822
598		O=C(OCC(C)C)CCc1occc1	Training	1	1.4032131741
599		OCC(O)COc1cc(OC)cc(OC)c1	Training	0.96	0.8352565789
600		O(c1ccc(cc1Cl)C(C)(C)C)P(OC)(N)=S	Training	0.45	-0.0916702727
601		N#CC=C(C)CCC=C(C)CC	Training	1.2	1.306352707
602		O=C(Oc1nc(nc(c1)C)CCC)N(C)C	Training	-0.05	-0.38
603		O(c1c(cccc1C)C)CC(N)C	Training	0.19	0.6171615381
604		O(c1ccccc1CC(NC)C)C	Training	0.47	0.3095740458
605		OCCN(c1cccc(c1)C)CCO	Training	1.2	0.373495117
606		O(c1ccc(OC)c(c1)CC(N)C)C	Training	-0.06	0.4176252635
607		Oc1cc(O)cc(c1)C(O)CNC(C)C	Training	1.2	-0.3534671327
608		O(CC)P(OCC)(=S)Sc1ccc(cc1)C	Training	0.06	-0.3041246031
609		O=P(Oc1ccccc1)(OCC)SCCC	Training	0.05	-0.5206612019
610		O(c1cc(c(c(c1)C)SC)C)P(OC)(OC)=S	Training	0.53	-0.4844141616
611		O=S(c1ccc(OP(OCC)(OCC)=S)cc1)C	Training	-2.23	-1.5480392623
612		O=P(Oc1ccc(cc1)S(=O)(=O)C)(OCC)OCC	Training	-1.79	-1.6007079419
613		O(CC)P(CC)(=S)Sc1ccccc1C	Training	-0.78	-0.7810574561
614		O=C1N=C(NC(=O)C1(CC)C(C)CCC)S	Training	-0.36	-0.2751847269
615		O=C1NC(=O)C(C(=O)N1)(CC)CCC(C)C	Training	0.04	-0.3746181201
616		O=C1N=C(O)NC(=O)C1(CC)C(C)CCC	Training	-0.68	-0.2665744405
617		N(Nc1c(cccc1C)C)=C(N)N(C)C	Training	0.61	0.1985594502
618		O=P(Oc1ccc(c(c1)C)SC)(OCC)NC	Training	-1.74	-0.3461197561
619		O=C1C=C(OP(OCC)(OCC)=S)C=C(N1C)C	Training	-1.69	-999
620		O=C(OCC=C)CC1CCCCC1	Training	0.69	0.7064053302
621		O=C(O)C1(C)(CCC(C(=O)O)(C)C1(C)(C))	Training	1.12	1.4306447971
622		O=C1OCCOC(=O)CCCCCCC1	Training	1.63	1.471001029
623		n1c(nc(cc1C)C)SP(OCC)(OCCC)=S	Training	-0.59	-0.438822909
624		O=C1C=CC=NN1CSP(OC(C)C)(OC(C)C)=S	Training	-0.81	-0.7998741112
625		Oc1nc(nc(c1CCCC)C)NCC	Training	1.28	-999
626		Oc1ccccc1CNCCNCCN	Training	1.04	0.9094260444
627		O=C(OC[Si]12(OCCN(CCO1)CCO2))C(=C)C	Training	1.46	-999
628		O=C1C=CSN1CCCCCCCC	Training	0.41	1.044676142
629		n1c(OP(OCC)(OCC)=S)cc(nc1N(C)C)C	Training	-0.39	0.0688321404
630		N#CC(OC(=O)C)CCP(=O)(OCCCC)C	Training	-0.01	-999
631		O=C1CCC(CC1)C(C)(C)CC	Training	1.45	1.0863693916
632		O=C(C=CC(CC)CCCC)C	Training	1.68	1.1984867774
633		O=COCCC(C)CCC=C(C)C	Training	1.66	1.314252256
634		O=C1OC(CC1)CCCCCCC	Training	2	1.4693436849
635		O=C(OCC=C)CCCCCCC	Training	0.49	-999
636		O(CC1OC1)CC(C)(C)COCC2OC2	Training	1.32	1.0626354136
637		O=C(ON=CC(C)(C)SC)N(C)SN1CCOCC1	Training	-2.41	-1.2610938997
638		n1c(nc(nc1NC(C)C)N(CC)CC)OC	Training	0.57	0.6097543251
639		n1c(nc(nc1NC(C)C)SCC)NC(C)C	Training	1.18	0.7974144575
640		N#CCCOCC(CC)CCCC	Training	1.43	1.0531345477
641		OC(COCCCCCOCC(O)CCl)CCl	Training	0.89	1.1501323394
642		O=C(OCC(COC(=O)N)(CC)CCCC)N	Training	0.43	0.6154222999
